Temp,TWL
35437.5,174
35437.5,174
35437.5,179
35437.5,181
35437.5,184
35437.5,183
35437.5,167
35437.5,166
35437.5,168
35437.5,170
35437.5,171
35437.5,171
35437.5,163
35437.5,167
35437.5,175
35437.5,182
35437.5,182
35437.5,184
35437.5,186
35437.5,182
35437.5,174
35437.5,170
35437.5,170
35437.5,168
35437.5,162
35437.5,159
35437.5,162
35437.5,168
35437.5,168
35437.5,168
35437.5,175
35437.5,169
35437.5,172
35437.5,172
35437.5,172
35437.5,172
35437.5,176
35437.5,172
35437.5,161
35437.5,159
35437.5,159
35437.5,145
35437.5,145
35437.5,167
35437.5,168
35437.5,168
35437.5,169
35437.5,175
35437.5,173
35437.5,169
35437.5,169
35437.5,179
35437.5,178
35437.5,184
35437.5,180
35437.5,188
35437.5,183
35437.5,183
35437.5,183
35437.5,182
35437.5,181
35437.5,183
35437.5,177
35437.5,175
35437.5,172
35437.5,166
35437.5,166
35437.5,168
35437.5,150
35437.5,150
35437.5,148
35437.5,148
35437.5,148
35437.5,146
35437.5,144
35437.5,164
35437.5,162
35437.5,154
35437.5,146
35437.5,143
35437.5,139
35437.5,136
35437.5,135
35437.5,149
35437.5,146
35437.5,133
35437.5,133
35437.5,135
35437.5,145
35437.5,151
35437.5,146
35437.5,142
35437.5,142
35437.5,144
35437.5,144
35437.5,142
35437.5,142
35437.5,145
35437.5,146
35437.5,142
35437.5,142
35437.5,142
35437.5,137
35437.5,135
35437.5,136
35437.5,132
35437.5,143
35437.5,143
35437.5,145
35437.5,148
35437.5,148
35437.5,150
35437.5,152
35437.5,167
35437.5,165
35437.5,161
35437.5,162
35437.5,162
35437.5,163
35437.5,161
35437.5,148
35437.5,150
35437.5,156
35437.5,157
35437.5,159
35437.5,160
35437.5,170
35437.5,158
35437.5,154
35437.5,158
35437.5,156
35437.5,147
35437.5,153
35437.5,155
35437.5,157
35437.5,157
35437.5,157
35437.5,155
35437.5,155
35437.5,155
35437.5,161
35437.5,160
26578.1,158
26578.1,161
