59625,153
44718.8,157
33539.1,147
25154.3,170
18865.7,176
14149.3,164
10612,166
7958.98,203
5969.23,156
4476.92,163
3357.69,166
2518.27,165
1888.7,162
1416.53,167
1062.4,184
796.796,173
597.597,194
448.198,161
336.148,167
252.111,149
189.084,173
141.813,157
106.359,161
79.7696,157
59.8272,179
44.8704,175
33.6528,154
25.2396,168
18.9297,158
14.1973,187
10.648,162
7.98597,144
5.98948,134
4.49211,152
3.36908,124
2.52681,138
1.89511,138
1.42133,128
1.066,115
0.799499,99
0.599624,107
0.449718,92
0.337288,87
0.252966,89
0.189725,86
0.142294,90
0.10672,78
0.0800401,77
0.0600301,87
0.0450226,77
0.0337669,76
0.0253252,76
0.0189939,94
0.0142454,76
0.0106841,72
0.00801305,85
0.00600979,74
0.00450734,81
0.00338051,88
0.00253538,74
0.00190153,84
0.00142615,84
0.00106961,76
0.00080221,86
0.000601657,76
0.000451243,72
0.000338432,74
0.000253824,79
0.000190368,87
0.000142776,76
0.000107082,74
8.03116e-05,74
6.02337e-05,70
4.51753e-05,70
3.38814e-05,68
2.54111e-05,83
1.90583e-05,75
