1.69939e+07,46053
1.27454e+07,46223
9.55905e+06,45087
7.16929e+06,46591
5.37697e+06,45722
4.03273e+06,45328
3.02454e+06,46523
2.26841e+06,44933
1.70131e+06,46338
1.27598e+06,45871
956985,46306
717739,45196
538304,45981
403728,44071
302796,45004
227097,44154
170323,46379
127742,44331
95806.5,46146
71854.9,45098
53891.2,45874
40418.4,46094
30313.8,45401
22735.3,46258
17051.5,45799
12788.6,46062
9591.47,44788
7193.6,45038
5395.2,46017
4046.4,44849
3034.8,45454
2276.1,45307
1707.08,46256
1280.31,45003
960.23,46552
720.173,46161
540.13,44539
405.097,45562
303.823,44742
227.867,44865
170.9,44823
128.175,43728
96.1314,42365
72.0986,41094
54.0739,41106
40.5555,39227
30.4166,37007
22.8124,35111
17.1093,31788
12.832,29317
9.624,25947
7.218,23340
5.4135,20853
4.06012,19047
3.04509,17901
2.28382,16743
1.71287,15814
1.28465,14895
0.963487,14182
0.722615,13632
0.541961,13387
0.406471,13044
0.304853,12496
0.22864,12218
0.17148,11957
0.12861,11746
0.0964575,11707
0.0723431,11604
0.0542573,11180
0.040693,11001
0.0305197,10818
0.0228898,10695
0.0171674,10678
0.0128755,10376
0.00965664,10360
0.00724248,10150
0.00543186,10099
0.00407389,9986
0.00305542,9896
0.00229157,9783
0.00171867,9723
0.00128901,9641
0.000966754,9550
0.000725066,9558
0.000543799,9449
0.000407849,9328
0.000305887,9285
0.000229415,9240
